"interaction_name","lig_contributor","receptor_subunit","lig_contributor_group","lig_contributor_coeff","receptor_subunit_group","receptor_subunit_coeff","interaction_type","ligand_type","source"
"VIP_VIPR2","VIP","VIPR2","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"PENK_OPRM1","PENK","OPRM1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"TAC3_TACR3","TAC3","TACR3","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"CRH_CRHR2","CRH","CRHR2","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"TAC1_TACR1","TAC1","TACR1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"PDYN_OPRM1","PDYN","OPRM1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"PTHLH_PTH1R","PTHLH","PTH1R","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"ADCYAP1_VIPR2","ADCYAP1","VIPR2","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"Glu_GRIN1","GLS;SLC17A6;SLC17A7;SLC17A8","GRIN1","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIN2A","GLS;SLC17A6;SLC17A7;SLC17A8","GRIN2A","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIN2B","GLS;SLC17A6;SLC17A7;SLC17A8","GRIN2B","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIN2C","GLS;SLC17A6;SLC17A7;SLC17A8","GRIN2C","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIN3A","GLS;SLC17A6;SLC17A7;SLC17A8","GRIN3A","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIA1","GLS;SLC17A6;SLC17A7;SLC17A8","GRIA1","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIA2","GLS;SLC17A6;SLC17A7;SLC17A8","GRIA2","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIA3","GLS;SLC17A6;SLC17A7;SLC17A8","GRIA3","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIA4","GLS;SLC17A6;SLC17A7;SLC17A8","GRIA4","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIK1","GLS;SLC17A6;SLC17A7;SLC17A8","GRIK1","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIK2","GLS;SLC17A6;SLC17A7;SLC17A8","GRIK2","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIK3","GLS;SLC17A6;SLC17A7;SLC17A8","GRIK3","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIK4","GLS;SLC17A6;SLC17A7;SLC17A8","GRIK4","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIK5","GLS;SLC17A6;SLC17A7;SLC17A8","GRIK5","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRM1","GLS;SLC17A6;SLC17A7;SLC17A8","GRM1","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRM5","GLS;SLC17A6;SLC17A7;SLC17A8","GRM5","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRM4","GLS;SLC17A6;SLC17A7;SLC17A8","GRM4","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRM7","GLS;SLC17A6;SLC17A7;SLC17A8","GRM7","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRM8","GLS;SLC17A6;SLC17A7;SLC17A8","GRM8","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRM2","GLS;SLC17A6;SLC17A7;SLC17A8","GRM2","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRM3","GLS;SLC17A6;SLC17A7;SLC17A8","GRM3","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"NRXN1_NLGN1","NRXN1","NLGN1","1","1","1","1","ligand-receptor","Synaptic adhesion molecule","NeuronChat"
"GABA_GABRA1","GAD1;GAD2;SLC32A1","GABRA1","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRA2","GAD1;GAD2;SLC32A1","GABRA2","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRA3","GAD1;GAD2;SLC32A1","GABRA3","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRA4","GAD1;GAD2;SLC32A1","GABRA4","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRA5","GAD1;GAD2;SLC32A1","GABRA5","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRA6","GAD1;GAD2;SLC32A1","GABRA6","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRB1","GAD1;GAD2;SLC32A1","GABRB1","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRB2","GAD1;GAD2;SLC32A1","GABRB2","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRB3","GAD1;GAD2;SLC32A1","GABRB3","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRG1","GAD1;GAD2;SLC32A1","GABRG1","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRG2","GAD1;GAD2;SLC32A1","GABRG2","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRG3","GAD1;GAD2;SLC32A1","GABRG3","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABBR2","GAD1;GAD2;SLC32A1","GABBR2","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GJA3_GJA3","GJA3","GJA3","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJA4_GJA4","GJA4","GJA4","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJB2_GJB2","GJB2","GJB2","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJB6_GJB6","GJB6","GJB6","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJC1_GJC1","GJC1","GJC1","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"Ach_CHRNA1","CHAT;SLC18A3","CHRNA1","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNA6","CHAT;SLC18A3","CHRNA6","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNB1","CHAT;SLC18A3","CHRNB1","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNB3","CHAT;SLC18A3","CHRNB3","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRND","CHAT;SLC18A3","CHRND","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNE","CHAT;SLC18A3","CHRNE","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNG","CHAT;SLC18A3","CHRNG","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRM2","CHAT;SLC18A3","CHRM2","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRM3","CHAT;SLC18A3","CHRM3","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Gly_GLRA3","SHMT1;SHMT2;SLC32A1","GLRA3","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Gly_SLC6A5","SHMT1;SHMT2;SLC32A1","SLC6A5","1;1;2","1;1","1","1","ligand uptake","Neurotransmitter","NeuronChat"
"5HT_HTR1A","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR1A","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR1B","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR1B","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR1E","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR1E","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR1F","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR1F","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR2A","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR2A","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR2C","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR2C","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR3A","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR3A","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR3C","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR3C","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR4","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR4","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR7","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR7","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"DA_DRD1","TH;DDC;SLC18A1;SLC18A2","DRD1","1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"DA_DRD2","TH;DDC;SLC18A1;SLC18A2","DRD2","1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"DA_SLC6A3","TH;DDC;SLC18A1;SLC18A2","SLC6A3","1;2;3;3","1;1;1","1","1","ligand uptake","Neurotransmitter","NeuronChat"
"Epi_ADRA1A","TH;DDC;DBH;PNMT;SLC18A1;SLC18A2","ADRA1A","1;2;3;4;5;5","1;1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Epi_ADRA1B","TH;DDC;DBH;PNMT;SLC18A1;SLC18A2","ADRA1B","1;2;3;4;5;5","1;1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Epi_ADRA2C","TH;DDC;DBH;PNMT;SLC18A1;SLC18A2","ADRA2C","1;2;3;4;5;5","1;1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Epi_ADRB1","TH;DDC;DBH;PNMT;SLC18A1;SLC18A2","ADRB1","1;2;3;4;5;5","1;1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"NE_ADRA1A","TH;DDC;DBH;SLC18A1;SLC18A2","ADRA1A","1;2;3;4;4","1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"NE_ADRA1B","TH;DDC;DBH;SLC18A1;SLC18A2","ADRA1B","1;2;3;4;4","1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"NE_ADRA2C","TH;DDC;DBH;SLC18A1;SLC18A2","ADRA2C","1;2;3;4;4","1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"NE_ADRB1","TH;DDC;DBH;SLC18A1;SLC18A2","ADRB1","1;2;3;4;4","1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"NO_GUCY1A1","NOS1;NOS2;NOS3","GUCY1A1","1;1;1","1","1","1","gas-effector","Gas","NeuronChat"
"NO_GUCY1A2","NOS1;NOS2;NOS3","GUCY1A2","1;1;1","1","1","1","gas-effector","Gas","NeuronChat"
"NRXN3_NLGN1","NRXN3","NLGN1","1","1","1","1","ligand-receptor","Synaptic adhesion molecule","NeuronChat"
"GDF6_BMPR1B_ACVR2A","GDF6","BMPR1B;ACVR2A","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"GDF6_BMPR1B_ACVR2B","GDF6","BMPR1B;ACVR2B","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"GDF6_BMPR1B_BMPR2","GDF6","BMPR1B;BMPR2","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"BMP15_BMPR1B_BMPR2","BMP15","BMPR1B;BMPR2","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"BMP5_ACVR1_ACVR2A","BMP5","ACVR1;ACVR2A","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"BMP5_ACVR1_ACVR2B","BMP5","ACVR1;ACVR2B","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"BMP5_ACVR1_BMPR2","BMP5","BMPR2;ACVR1","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"BMP5_BMPR1B_ACVR2A","BMP5","BMPR1B;ACVR2A","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"BMP5_BMPR1B_ACVR2B","BMP5","BMPR1B;ACVR2B","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"BMP5_BMPR1B_BMPR2","BMP5","BMPR1B;BMPR2","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"BMP6_ACVR1_ACVR2A","BMP6","ACVR1;ACVR2A","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"BMP6_ACVR1_ACVR2B","BMP6","ACVR1;ACVR2B","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"BMP6_ACVR1_BMPR2","BMP6","BMPR2;ACVR1","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"BMP6_BMPR1B_ACVR2A","BMP6","BMPR1B;ACVR2A","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"BMP6_BMPR1B_ACVR2B","BMP6","BMPR1B;ACVR2B","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"BMP6_BMPR1B_BMPR2","BMP6","BMPR1B;BMPR2","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"INHBB_ACVR1C_ACVR2A","INHBB","ACVR1C;ACVR2A","1","1","1;1","1","Secreted Signaling","growth factor;hormone","CellChat"
"INHBB_ACVR1C_ACVR2B","INHBB","ACVR1C;ACVR2B","1","1","1;1","1","Secreted Signaling","growth factor;hormone","CellChat"
"INHBE_ACVR1C_ACVR2A","INHBE","ACVR1C;ACVR2A","1","1","1;1","1","Secreted Signaling","growth factor;hormone","CellChat"
"INHBE_ACVR1C_ACVR2B","INHBE","ACVR1C;ACVR2B","1","1","1;1","1","Secreted Signaling","growth factor;hormone","CellChat"
"INHBABB_ACVR1C_ACVR2A","INHBA;INHBB","ACVR1C;ACVR2A","1;1","1","1;1","1","Secreted Signaling","growth factor;hormone","CellChat"
"INHB_ACVR1C_ACVR2B","INHBA;INHBB","ACVR1C;ACVR2B","1;1","1","1;1","1","Secreted Signaling","growth factor;hormone","CellChat"
"WNT1_FZD10_LRP5","WNT1","FZD10;LRP5","1","1","1;1","1","Secreted Signaling","cellsignal_wnt","CellChat"
"WNT10A_FZD10_LRP5","WNT10A","FZD10;LRP5","1","1","1;1","1","Secreted Signaling","secreted","CellChat"
"WNT10B_FZD10_LRP5","WNT10B","FZD10;LRP5","1","1","1;1","1","Secreted Signaling","","CellChat"
"WNT16_FZD10_LRP5","WNT16","FZD10;LRP5","1","1","1;1","1","Secreted Signaling","cellsignal_wnt","CellChat"
"WNT7A_FZD10_LRP5","WNT7A","FZD10;LRP5","1","1","1;1","1","Secreted Signaling","cellsignal_wnt","CellChat"
"WNT1_FZD10_LRP6","WNT1","FZD10;LRP6","1","1","1;1","1","Secreted Signaling","cellsignal_wnt","CellChat"
"WNT10A_FZD10_LRP6","WNT10A","FZD10;LRP6","1","1","1;1","1","Secreted Signaling","secreted","CellChat"
"WNT10B_FZD10_LRP6","WNT10B","FZD10;LRP6","1","1","1;1","1","Secreted Signaling","","CellChat"
"WNT16_FZD10_LRP6","WNT16","FZD10;LRP6","1","1","1;1","1","Secreted Signaling","cellsignal_wnt","CellChat"
"WNT7A_FZD10_LRP6","WNT7A","FZD10;LRP6","1","1","1;1","1","Secreted Signaling","cellsignal_wnt","CellChat"
"AREG_EGFR","AREG","EGFR","1","1","1","1","Secreted Signaling","growth factor","CellChat"
"AREG_EGFR_ERBB2","AREG","ERBB2;EGFR","1","1","1;1","1","Secreted Signaling","growth factor","CellChat"
"NRG1_ERBB4","NRG1","ERBB4","1","1","1","1","Secreted Signaling","growth factor","CellChat"
"NRG1_ERBB2_ERBB4","NRG1","ERBB2;ERBB4","1","1","1;1","1","Secreted Signaling","growth factor","CellChat"
"NRG3_ERBB4","NRG3","ERBB4","1","1","1","1","Secreted Signaling","growth factor","CellChat"
"NRG3_ERBB2_ERBB4","NRG3","ERBB2;ERBB4","1","1","1;1","1","Secreted Signaling","growth factor","CellChat"
"NRG1_ITGAV_ITGB3","NRG1","ITGAV;ITGB3","1","1","1;1","1","Secreted Signaling","growth factor","CellChat"
"FGF1_FGFR2","FGF1","FGFR2","1","1","1","1","Secreted Signaling","growth factor","CellChat"
"FGF3_FGFR2","FGF3","FGFR2","1","1","1","1","Secreted Signaling","growth factor","CellChat"
"FGF20_FGFR2","FGF20","FGFR2","1","1","1","1","Secreted Signaling","growth factor","CellChat"
"PDGFB_PDGFRB","PDGFB","PDGFRB","1","1","1","1","Secreted Signaling","growth factor","CellChat"
"PDGFD_PDGFRB","PDGFD","PDGFRB","1","1","1","1","Secreted Signaling","growth factor","CellChat"
"IGF1_IGF1R","IGF1","IGF1R","1","1","1","1","Secreted Signaling","growth factor","CellChat"
"IGF2_IGF1R","IGF2","IGF1R","1","1","1","1","Secreted Signaling","growth factor;hormone","CellChat"
"IGF1_ITGAV_ITGB3","IGF1","ITGAV;ITGB3","1","1","1;1","1","Secreted Signaling","growth factor","CellChat"
"IGF1_ITGA6_ITGB4","IGF1","ITGA6;ITGB4","1","1","1;1","1","Secreted Signaling","growth factor","CellChat"
"IGF2_ITGAV_ITGB3","IGF2","ITGAV;ITGB3","1","1","1;1","1","Secreted Signaling","growth factor;hormone","CellChat"
"IGF2_ITGA6_ITGB4","IGF2","ITGA6;ITGB4","1","1","1;1","1","Secreted Signaling","growth factor;hormone","CellChat"
"CCL5_CCR1","CCL5","CCR1","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"CCL3_CCR1","CCL3","CCR1","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"CCL3L3_CCR1","CCL3L3","CCR1","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"CCL8_CCR1","CCL8","CCR1","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"CCL7_CCR1","CCL7","CCR1","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"CCL13_CCR1","CCL13","CCR1","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"CCL14_CCR1","CCL14","CCR1","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"CCL16_CCR1","CCL16","CCR1","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"CCL23_CCR1","CCL23","CCR1","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"CCL8_CCR2","CCL8","CCR2","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"CCL7_CCR2","CCL7","CCR2","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"CCL4_CCR5","CCL4","CCR5","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"CCL5_CCR5","CCL5","CCR5","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"CCL3_CCR5","CCL3","CCR5","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"CCL19_CCR7","CCL19","CCR7","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"CXCL9_CXCR3","CXCL9","CXCR3","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"CXCL10_CXCR3","CXCL10","CXCR3","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"CXCL11_CXCR3","CXCL11","CXCR3","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"MIF_CD74_CXCR4","MIF","CD74;CXCR4","1","1","1;1","1","Secreted Signaling","","CellChat"
"MIF_CD74_CD44","MIF","CD44;CD74","1","1","1;1","1","Secreted Signaling","","CellChat"
"MIF_CD74_CXCR2","MIF","CXCR2;CD74","1","1","1;1","1","Secreted Signaling","","CellChat"
"XCL1_XCR1","XCL1","XCR1","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"XCL2_XCR1","XCL2","XCR1","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"IL2_IL2RA_IL2RB","IL2","IL2RA;IL2RB;IL2RG","1","1","1;1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"IL2_IL2RB_IL2RG","IL2","IL2RB;IL2RG","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"IL4_IL4R_IL2RG","IL4","IL2RG;IL4R","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"IL7_IL7R_IL2RG","IL7","IL2RG;IL7R","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"IL21_IL21R_IL2RG","IL21","IL2RG;IL21R","1","1","1;1","1","Secreted Signaling","cytokine","CellChat"
"IL4_IL4R","IL4","IL4R","1","1","1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"IL12B_IL12RB1_IL12RB2","IL12B;IL12A","IL12RB1;IL12RB2","1;1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"OSM_LIFR_IL6ST","OSM","IL6ST;LIFR","1","1","1;1","1","Secreted Signaling","cytokine","CellChat"
"IL10_IL10RA_IL10RB","IL10","IL10RA;IL10RB","1","1","1;1","1","Secreted Signaling","cytokine","CellChat"
"IL1A_IL1R1_IL1RAP","IL1A","IL1RAP;IL1R1","1","1","1;1","1","Secreted Signaling","cytokine","CellChat"
"IL37_IL18R1_IL18RAP","IL37","IL18RAP;IL18R1","1","1","1;1","1","Secreted Signaling","cytokine","CellChat"
"KLK3_NGFR","KLK3","NGFR","1","1","1","1","Secreted Signaling","","CellChat"
"CD40LG_ITGA2B_ITGB3","CD40LG","ITGA2B;ITGB3","1","1","1;1","1","Secreted Signaling","cytokine","CellChat"
"SPP1_CD44","SPP1","CD44","1","1","1","1","Secreted Signaling","cytokine","CellChat"
"SPP1_ITGAV_ITGB3","SPP1","ITGAV;ITGB3","1","1","1;1","1","Secreted Signaling","cytokine","CellChat"
"SPP1_ITGAV_ITGB1","SPP1","ITGAV;ITGB1","1","1","1;1","1","Secreted Signaling","cytokine","CellChat"
"SPP1_ITGAV_ITGB5","SPP1","ITGAV;ITGB5","1","1","1;1","1","Secreted Signaling","cytokine","CellChat"
"SPP1_ITGAV_ITGB6","SPP1","ITGAV;ITGB6","1","1","1;1","1","Secreted Signaling","cytokine","CellChat"
"SPP1_ITGA4_ITGB1","SPP1","ITGA4;ITGB1","1","1","1;1","1","Secreted Signaling","cytokine","CellChat"
"SPP1_ITGA8_ITGB1","SPP1","ITGA8;ITGB1","1","1","1;1","1","Secreted Signaling","cytokine","CellChat"
"ANGPTL1_PIRB","ANGPTL1","LILRB3","1","1","1","1","Secreted Signaling","","CellChat"
"PTN_PTPRZ1","PTN","PTPRZ1","1","1","1","1","Secreted Signaling","growth factor","CellChat"
"PTN_SDC1","PTN","SDC1","1","1","1","1","Secreted Signaling","growth factor","CellChat"
"PTN_SDC2","PTN","SDC2","1","1","1","1","Secreted Signaling","growth factor","CellChat"
"PTN_SDC3","PTN","SDC3","1","1","1","1","Secreted Signaling","growth factor","CellChat"
"PTN_ITGAV_ITGB3","PTN","ITGAV;ITGB3","1","1","1;1","1","Secreted Signaling","growth factor","CellChat"
"PTN_ALK","PTN","ALK","1","1","1","1","Secreted Signaling","growth factor","CellChat"
"POSTN_ITGAV_ITGB3","POSTN","ITGAV;ITGB3","1","1","1;1","1","Secreted Signaling","","CellChat"
"POSTN_ITGAV_ITGB5","POSTN","ITGAV;ITGB5","1","1","1;1","1","Secreted Signaling","","CellChat"
"CCK_CCKAR","CCK","CCKAR","1","1","1","1","Secreted Signaling","hormone","CellChat"
"EDN1_EDNRA","EDN1","EDNRA","1","1","1","1","Secreted Signaling","secreted","CellChat"
"EDN3_EDNRA","EDN3","EDNRA","1","1","1","1","Secreted Signaling","secreted","CellChat"
"EDN1_EDNRB","EDN1","EDNRB","1","1","1","1","Secreted Signaling","secreted","CellChat"
"EDN3_EDNRB","EDN3","EDNRB","1","1","1","1","Secreted Signaling","secreted","CellChat"
"GALP_GALR1","GALP","GALR1","1","1","1","1","Secreted Signaling","hormone","CellChat"
"SST_SSTR5","SST","SSTR5","1","1","1","1","Secreted Signaling","hormone","CellChat"
"CORT_SSTR5","CORT","SSTR5","1","1","1","1","Secreted Signaling","hormone","CellChat"
"AVP_AVPR2","AVP","AVPR2","1","1","1","1","Secreted Signaling","hormone","CellChat"
"AVP_AVPR1B","AVP","AVPR1B","1","1","1","1","Secreted Signaling","hormone","CellChat"
"GZMA_F2RL3","GZMA","F2RL3","1","1","1","1","Secreted Signaling","","CellChat"
"GZMA_PARD3","GZMA","PARD3","1","1","1","1","Secreted Signaling","","CellChat"
"PMCH_MCHR1","PMCH","MCHR1","1","1","1","1","Secreted Signaling","hormone","CellChat"
"HGF_MET","HGF","MET","1","1","1","1","Secreted Signaling","growth factor","CellChat"
"SEMA3A_NRP1_PLXNA1","SEMA3A","NRP1;PLXNA1","1","1","1;1","1","Secreted Signaling","secreted","CellChat"
"SEMA3A_NRP1_PLXNA2","SEMA3A","NRP1;PLXNA2","1","1","1;1","1","Secreted Signaling","secreted","CellChat"
"SEMA3A_NRP1_PLXNA3","SEMA3A","PLXNA3;NRP1","1","1","1;1","1","Secreted Signaling","secreted","CellChat"
"SEMA3A_NRP1_PLXNA4","SEMA3A","PLXNA4;NRP1","1","1","1;1","1","Secreted Signaling","secreted","CellChat"
"SEMA3C_NRP1_PLXNA1","SEMA3C","NRP1;PLXNA1","1","1","1;1","1","Secreted Signaling","secreted","CellChat"
"SEMA3C_NRP1_PLXNA2","SEMA3C","NRP1;PLXNA2","1","1","1;1","1","Secreted Signaling","secreted","CellChat"
"SEMA3C_NRP1_PLXNA3","SEMA3C","PLXNA3;NRP1","1","1","1;1","1","Secreted Signaling","secreted","CellChat"
"SEMA3C_NRP1_PLXNA4","SEMA3C","PLXNA4;NRP1","1","1","1;1","1","Secreted Signaling","secreted","CellChat"
"SEMA3D_NRP1_PLXNA1","SEMA3D","NRP1;PLXNA1","1","1","1;1","1","Secreted Signaling","","CellChat"
"SEMA3D_NRP1_PLXNA2","SEMA3D","NRP1;PLXNA2","1","1","1;1","1","Secreted Signaling","","CellChat"
"SEMA3D_NRP1_PLXNA3","SEMA3D","PLXNA3;NRP1","1","1","1;1","1","Secreted Signaling","","CellChat"
